Timeframe,Description,File Format,URL
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-11-13.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-11-20.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-11-27.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-04.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-11.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-12.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-13.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-15.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-18.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-25.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2022-12-27.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-01.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-08.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-15.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-22.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-26.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-29.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-01-31.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-01.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-03.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-05.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-06.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-08.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-12.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-19.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-22.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-24.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-02-26.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-03-05.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-03-12.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-03-19.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-03-22.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-03-26.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-02.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-03-1.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-03.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-07.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-09.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-14.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-16.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-17.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-23.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-04-30.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-02.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-07.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-09.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-12.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-14.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-21.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-25.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-26.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-28.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-05-31.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-02-1.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-02-2.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-02.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-04.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-11.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-13.csv
Historical,"Site Scanning results from a specific date, filtered to just live production sites ",CSV,https://api.gsa.gov/technology/site-scanning/data/archive/csv/weekly-snapshot-2023-06-14.csv
