Source,domain,DAP Present?,source,domain,DAP Present?,Present in both results?,To research,Notes
Site Scanner,gsaadvantage.gov,FALSE,analytics.usa.gov,gsaadvantage.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,gsaadvantage.gsa.gov,FALSE,analytics.usa.gov,gsaadvantage.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,gsaauctions.gov,FALSE,analytics.usa.gov,gsaauctions.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,gsaauctionsextapp.gsa.gov,FALSE,analytics.usa.gov,gsaauctionsextapp.gsa.gov,FALSE,yes,--,
Site Scanner,gsabin.fas.gsa.gov,FALSE,analytics.usa.gov,gsabin.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsablogs.gsa.gov,TRUE,analytics.usa.gov,gsablogs.gsa.gov,TRUE,yes,--,
Site Scanner,gsac0.fas.gsa.gov,FALSE,analytics.usa.gov,gsac0.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsacin.fas.gsa.gov,FALSE,analytics.usa.gov,gsacin.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsadvantage.gsa.gov,FALSE,analytics.usa.gov,gsadvantage.gsa.gov,FALSE,yes,--,
Site Scanner,gsaelibrary.gsa.gov,FALSE,analytics.usa.gov,gsaelibrary.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,gsafinearts.pbs.gsa.gov,TRUE,analytics.usa.gov,gsafinearts.pbs.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,gsafleet2go.fas.gsa.gov,FALSE,analytics.usa.gov,gsafleet2go.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsafleet2gob.fas.gsa.gov,FALSE,analytics.usa.gov,gsafleet2gob.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsagis.pbs.gsa.gov,FALSE,analytics.usa.gov,gsagis.pbs.gsa.gov,FALSE,yes,--,
Site Scanner,gsaglobalsupply.gsa.gov,FALSE,analytics.usa.gov,gsaglobalsupply.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,gsaig.gov,FALSE,analytics.usa.gov,gsaig.gov,FALSE,yes,--,
Site Scanner,gsaolu.gsa.gov,FALSE,analytics.usa.gov,gsaolu.gsa.gov,FALSE,yes,--,
Site Scanner,gsasolutionssecure.gsa.gov,FALSE,analytics.usa.gov,gsasolutionssecure.gsa.gov,FALSE,yes,--,
Site Scanner,gsatest-p.ecpic.gov,FALSE,analytics.usa.gov,gsatest-p.ecpic.gov,FALSE,yes,--,
Site Scanner,gsatest1.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,gsatest2.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,gsaupload.fas.gsa.gov,FALSE,analytics.usa.gov,gsaupload.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsaxcess.gov,TRUE,analytics.usa.gov,gsaxcess.gov,TRUE,yes,--,
Site Scanner,gsaxcesspractice.fas.gsa.gov,FALSE,analytics.usa.gov,gsaxcesspractice.fas.gsa.gov,FALSE,yes,--,
Site Scanner,gsbca.gsa.gov,FALSE,analytics.usa.gov,gsbca.gsa.gov,FALSE,yes,--,
Site Scanner,gsbca2.gsa.gov,FALSE,analytics.usa.gov,gsbca2.gsa.gov,FALSE,yes,--,
Site Scanner,guides-template.18f.gov,FALSE,analytics.usa.gov,guides-template.18f.gov,FALSE,yes,--,
Site Scanner,guides.18f.gov,FALSE,analytics.usa.gov,guides.18f.gov,FALSE,yes,--,
Site Scanner,gw.sam.gov,FALSE,analytics.usa.gov,gw.sam.gov,FALSE,yes,--,
Site Scanner,hallways-staging.cap.gsa.gov,FALSE,analytics.usa.gov,hallways-staging.cap.gsa.gov,FALSE,yes,--,
Site Scanner,hallways.cap.gsa.gov,FALSE,analytics.usa.gov,hallways.cap.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,hamilton.app.cloud.gov,FALSE,analytics.usa.gov,hamilton.app.cloud.gov,FALSE,yes,--,
Site Scanner,handbook.18f.gov,TRUE,analytics.usa.gov,handbook.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,handbook.tts.gsa.gov,TRUE,analytics.usa.gov,handbook.tts.gsa.gov,TRUE,yes,--,
Site Scanner,health.data.gov,TRUE,analytics.usa.gov,health.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,highlights.data.gov,TRUE,analytics.usa.gov,highlights.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,home.dotgov.gov,TRUE,analytics.usa.gov,home.dotgov.gov,TRUE,yes,--,
Site Scanner,http.apl-test.cite.fpki-lab.gov,FALSE,analytics.usa.gov,http.apl-test.cite.fpki-lab.gov,FALSE,yes,--,
Site Scanner,http.cite.fpki-lab.gov,FALSE,analytics.usa.gov,http.cite.fpki-lab.gov,FALSE,yes,--,
Site Scanner,http.fpki.gov,FALSE,analytics.usa.gov,http.fpki.gov,FALSE,yes,--,
Site Scanner,https.app.cloud.gov,TRUE,analytics.usa.gov,https.app.cloud.gov,TRUE,yes,--,
Site Scanner,https.cio.gov,TRUE,analytics.usa.gov,https.cio.gov,TRUE,yes,--,
Site Scanner,hud.ecpic.gov,FALSE,analytics.usa.gov,hud.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,hudtest.ecpic.gov,FALSE,analytics.usa.gov,hudtest.ecpic.gov,FALSE,yes,--,
Site Scanner,humanrights.data.gov,TRUE,analytics.usa.gov,humanrights.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,hydra.gsa.gov,TRUE,analytics.usa.gov,hydra.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,i14y.search.usa.gov,FALSE,analytics.usa.gov,i14y.search.usa.gov,FALSE,yes,--,
Site Scanner,i14y.usa.gov,FALSE,analytics.usa.gov,i14y.usa.gov,FALSE,yes,--,
Site Scanner,iaa-forms.18f.gov,FALSE,analytics.usa.gov,iaa-forms.18f.gov,FALSE,yes,--,
Site Scanner,identity-dev-docs.18f.gov,TRUE,analytics.usa.gov,identity-dev-docs.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,identitysandbox.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,idmanagement.gov,TRUE,analytics.usa.gov,idmanagement.gov,TRUE,yes,--,
Site Scanner,info.gov,TRUE,analytics.usa.gov,info.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,innovation-toolkit-prototype.18f.gov,FALSE,analytics.usa.gov,innovation-toolkit-prototype.18f.gov,FALSE,yes,--,
Site Scanner,innovation.gov,TRUE,analytics.usa.gov,innovation.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,innovation.gsa.gov,TRUE,analytics.usa.gov,innovation.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,insite-cmp.gsa.gov,FALSE,analytics.usa.gov,insite-cmp.gsa.gov,FALSE,yes,--,
Site Scanner,insite.gsa.gov,FALSE,analytics.usa.gov,insite.gsa.gov,FALSE,yes,--,
Site Scanner,intaaapgis.gsa.gov,FALSE,analytics.usa.gov,intaaapgis.gsa.gov,FALSE,yes,--,
Site Scanner,interact.gsa.gov,TRUE,analytics.usa.gov,interact.gsa.gov,TRUE,yes,--,
Site Scanner,inventory-bsp.data.gov,TRUE,analytics.usa.gov,inventory-bsp.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,inventory-twood-bold-platypus-oa.app.cloud.gov,TRUE,analytics.usa.gov,inventory-twood-bold-platypus-oa.app.cloud.gov,TRUE,yes,--,
Site Scanner,inventory.data.gov,TRUE,analytics.usa.gov,inventory.data.gov,TRUE,yes,--,
Site Scanner,issuance.usaccess.gsa.gov,FALSE,analytics.usa.gov,issuance.usaccess.gsa.gov,FALSE,yes,--,
Site Scanner,itdashboard.gov,FALSE,analytics.usa.gov,itdashboard.gov,FALSE,yes,--,
Site Scanner,ithelp.gsa.gov,FALSE,analytics.usa.gov,ithelp.gsa.gov,FALSE,yes,--,
Site Scanner,itjobs.open.gsa.gov,TRUE,analytics.usa.gov,itjobs.open.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,itmodernization.cio.gov,TRUE,analytics.usa.gov,itmodernization.cio.gov,TRUE,yes,--,
Site Scanner,itsymposium.cio.gov,TRUE,analytics.usa.gov,itsymposium.cio.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,iwaste-proto.app.cloud.gov,FALSE,analytics.usa.gov,iwaste-proto.app.cloud.gov,FALSE,yes,--,
Site Scanner,jobs.18f.gov,TRUE,analytics.usa.gov,jobs.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,jobs.data.gov,TRUE,analytics.usa.gov,jobs.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,join.18f.gov,TRUE,analytics.usa.gov,join.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,join.tts.gsa.gov,TRUE,analytics.usa.gov,join.tts.gsa.gov,TRUE,yes,--,
Site Scanner,jss.gsa.gov,FALSE,analytics.usa.gov,jss.gsa.gov,FALSE,yes,--,
Site Scanner,kids.gov,TRUE,analytics.usa.gov,kids.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,kids.usa.gov,TRUE,analytics.usa.gov,kids.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,labs.data.gov,TRUE,analytics.usa.gov,labs.data.gov,TRUE,yes,--,
Site Scanner,labs.gsa.gov,FALSE,analytics.usa.gov,labs.gsa.gov,FALSE,yes,--,
Site Scanner,labs.usa.gov,TRUE,analytics.usa.gov,labs.usa.gov,TRUE,yes,--,
Site Scanner,landing.app.cloud.gov,TRUE,analytics.usa.gov,landing.app.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,law.data.gov,TRUE,analytics.usa.gov,law.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,ldap.fai.gov,TRUE,analytics.usa.gov,ldap.fai.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,lean-product-design.18f.gov,FALSE,analytics.usa.gov,lean-product-design.18f.gov,FALSE,yes,--,
Site Scanner,legacy.cio.gov,FALSE,analytics.usa.gov,legacy.cio.gov,FALSE,yes,--,
Site Scanner,lft.gsaig.gov,FALSE,analytics.usa.gov,lft.gsaig.gov,FALSE,yes,--,
Site Scanner,listserv.gsa.gov,FALSE,analytics.usa.gov,listserv.gsa.gov,FALSE,yes,--,
Site Scanner,lmt.pbs.gsa.gov,FALSE,analytics.usa.gov,lmt.pbs.gsa.gov,FALSE,yes,--,
Site Scanner,ln-traveler-e02.gsaig.gov,FALSE,analytics.usa.gov,ln-traveler-e02.gsaig.gov,FALSE,yes,--,
Site Scanner,ln-traveler-w01.gsaig.gov,FALSE,analytics.usa.gov,ln-traveler-w01.gsaig.gov,FALSE,yes,--,
Site Scanner,login.acquisition.gov,TRUE,analytics.usa.gov,login.acquisition.gov,TRUE,yes,--,
Site Scanner,login.fr.cloud.gov,FALSE,analytics.usa.gov,login.fr.cloud.gov,FALSE,yes,--,
Site Scanner,login.gov,TRUE,analytics.usa.gov,login.gov,TRUE,yes,--,
Site Scanner,lookforwatersense-dev.app.cloud.gov,FALSE,analytics.usa.gov,lookforwatersense-dev.app.cloud.gov,FALSE,yes,--,
Site Scanner,lop.gsa.gov,FALSE,analytics.usa.gov,lop.gsa.gov,FALSE,yes,--,
Site Scanner,m.gobiernousa.gov,TRUE,analytics.usa.gov,m.gobiernousa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,m.gsa.gov,TRUE,analytics.usa.gov,m.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,m.usa.gov,TRUE,analytics.usa.gov,m.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,main-p.ecpic.gov,FALSE,analytics.usa.gov,main-p.ecpic.gov,FALSE,yes,--,
Site Scanner,main-s.ecpic.gov,FALSE,analytics.usa.gov,main-s.ecpic.gov,FALSE,yes,--,
Site Scanner,main.ecpic.gov,FALSE,analytics.usa.gov,main.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,make.data.gov,TRUE,analytics.usa.gov,make.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,management.cio.gov,TRUE,analytics.usa.gov,management.cio.gov,TRUE,yes,--,
Site Scanner,manufacturing.data.gov,TRUE,analytics.usa.gov,manufacturing.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,markdown-helper.18f.gov,FALSE,analytics.usa.gov,markdown-helper.18f.gov,FALSE,yes,--,
Site Scanner,marketplace.fedramp.gov,TRUE,analytics.usa.gov,marketplace.fedramp.gov,TRUE,yes,--,
Site Scanner,mcm-admin.fas.gsa.gov,FALSE,analytics.usa.gov,mcm-admin.fas.gsa.gov,FALSE,yes,--,
Site Scanner,mcm.fas.gsa.gov,FALSE,analytics.usa.gov,mcm.fas.gsa.gov,FALSE,yes,--,
Site Scanner,meet-sso.gsa.gov,FALSE,analytics.usa.gov,meet-sso.gsa.gov,FALSE,yes,--,
Site Scanner,meet.gsa.gov,FALSE,analytics.usa.gov,meet.gsa.gov,FALSE,yes,--,
Site Scanner,meetcqauth1.gsa.gov,FALSE,analytics.usa.gov,meetcqauth1.gsa.gov,FALSE,yes,--,
Site Scanner,meetcqpub1.gsa.gov,FALSE,analytics.usa.gov,meetcqpub1.gsa.gov,FALSE,yes,--,
Site Scanner,mentor-protege.gsa.gov,FALSE,analytics.usa.gov,mentor-protege.gsa.gov,FALSE,yes,--,
Site Scanner,methods.18f.gov,TRUE,analytics.usa.gov,methods.18f.gov,TRUE,yes,--,
Site Scanner,micropurchase.18f.gov,FALSE,analytics.usa.gov,micropurchase.18f.gov,FALSE,yes,--,
Site Scanner,mobile.anywhere.gsa.gov,FALSE,analytics.usa.gov,mobile.anywhere.gsa.gov,FALSE,yes,--,
Site Scanner,mobile.cio.gov,TRUE,analytics.usa.gov,mobile.cio.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,mobile.reginfo.gov,TRUE,analytics.usa.gov,mobile.reginfo.gov,TRUE,yes,--,
Site Scanner,modularcontracting.18f.gov,FALSE,analytics.usa.gov,modularcontracting.18f.gov,FALSE,yes,--,
Site Scanner,my.usa.gov,TRUE,analytics.usa.gov,my.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,mycareer.cfo.gov,TRUE,analytics.usa.gov,mycareer.cfo.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,mysales.fas.gsa.gov,FALSE,analytics.usa.gov,mysales.fas.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,mysalesb.fas.gsa.gov,FALSE,analytics.usa.gov,mysalesb.fas.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,mysmartplans.gsa.gov,FALSE,analytics.usa.gov,mysmartplans.gsa.gov,FALSE,yes,--,
Site Scanner,mywaterway-dev.app.cloud.gov,FALSE,analytics.usa.gov,mywaterway-dev.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,mywaterway-stage.app.cloud.gov,FALSE,analytics.usa.gov,mywaterway-stage.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,nara.ecpic.gov,FALSE,analytics.usa.gov,nara.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,naratest.ecpic.gov,FALSE,analytics.usa.gov,naratest.ecpic.gov,FALSE,yes,--,
Site Scanner,nasa-p.ecpic.gov,FALSE,analytics.usa.gov,nasa-p.ecpic.gov,FALSE,yes,--,
Site Scanner,nasa.ecpic.gov,FALSE,analytics.usa.gov,nasa.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,nasatest.ecpic.gov,FALSE,analytics.usa.gov,nasatest.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,navigator.gsa.gov,FALSE,analytics.usa.gov,navigator.gsa.gov,FALSE,yes,--,
Site Scanner,ncportal.fas.gsa.gov,FALSE,analytics.usa.gov,ncportal.fas.gsa.gov,FALSE,yes,--,
Site Scanner,ncportals.fas.gsa.gov,FALSE,analytics.usa.gov,ncportals.fas.gsa.gov,FALSE,yes,--,
Site Scanner,ncportalt.fas.gsa.gov,FALSE,analytics.usa.gov,ncportalt.fas.gsa.gov,FALSE,yes,--,
Site Scanner,ncr-vpn.gsa.gov,FALSE,analytics.usa.gov,ncr-vpn.gsa.gov,FALSE,yes,--,
Site Scanner,ncr.anywhere.gsa.gov,FALSE,analytics.usa.gov,ncr.anywhere.gsa.gov,FALSE,yes,--,
Site Scanner,ncreportings.fas.gsa.gov,FALSE,analytics.usa.gov,ncreportings.fas.gsa.gov,FALSE,yes,--,
Site Scanner,ncrrecycles.gsa.gov,FALSE,analytics.usa.gov,ncrrecycles.gsa.gov,FALSE,yes,--,
Site Scanner,next.data.gov,TRUE,analytics.usa.gov,next.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,nic.gov,TRUE,analytics.usa.gov,nic.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,nonpiv-issuance.usaccess.gsa.gov,FALSE,analytics.usa.gov,nonpiv-issuance.usaccess.gsa.gov,FALSE,yes,--,
Site Scanner,notice.data.gov,TRUE,analytics.usa.gov,notice.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,notice.usa.gov,TRUE,analytics.usa.gov,notice.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,notifications.usa.gov,TRUE,analytics.usa.gov,notifications.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,nsp-ocsit.net.helix.gsa.gov,FALSE,analytics.usa.gov,nsp-ocsit.net.helix.gsa.gov,FALSE,yes,--,
Site Scanner,nsteps-stage.app.cloud.gov,FALSE,analytics.usa.gov,nsteps-stage.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,nutrition.data.gov,TRUE,analytics.usa.gov,nutrition.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,oasispet.gsa.gov,FALSE,analytics.usa.gov,oasispet.gsa.gov,FALSE,yes,--,
Site Scanner,obamaadministration.archives.performance.gov,FALSE,analytics.usa.gov,obamaadministration.archives.performance.gov,FALSE,yes,--,
Site Scanner,ocean.data.gov,TRUE,analytics.usa.gov,ocean.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,odc.d2d.gsa.gov,FALSE,analytics.usa.gov,odc.d2d.gsa.gov,FALSE,yes,--,
Site Scanner,oes.gsa.gov,TRUE,analytics.usa.gov,oes.gsa.gov,TRUE,yes,--,
Site Scanner,oig.gsa.gov,FALSE,analytics.usa.gov,oig.gsa.gov,FALSE,yes,--,
Site Scanner,omon.fpki.gov,FALSE,analytics.usa.gov,omon.fpki.gov,FALSE,yes,--,
Site Scanner,omon2.fpki.gov,FALSE,analytics.usa.gov,omon2.fpki.gov,FALSE,yes,--,
Site Scanner,open-forest-dev.app.cloud.gov,TRUE,analytics.usa.gov,open-forest-dev.app.cloud.gov,TRUE,yes,--,
Site Scanner,open-forest-staging.app.cloud.gov,TRUE,analytics.usa.gov,open-forest-staging.app.cloud.gov,TRUE,yes,--,
Site Scanner,open-source-guide.18f.gov,FALSE,analytics.usa.gov,open-source-guide.18f.gov,FALSE,yes,--,
Site Scanner,open-source-program.18f.gov,FALSE,analytics.usa.gov,open-source-program.18f.gov,FALSE,yes,--,
Site Scanner,open-staging.usa.gov,TRUE,analytics.usa.gov,open-staging.usa.gov,TRUE,yes,--,
Site Scanner,open.gsa.gov,TRUE,analytics.usa.gov,open.gsa.gov,TRUE,yes,--,
Site Scanner,open.sam.gov,FALSE,analytics.usa.gov,open.sam.gov,FALSE,yes,--,
Site Scanner,open.usa.gov,TRUE,analytics.usa.gov,open.usa.gov,TRUE,yes,--,
Site Scanner,openopps.digitalgov.gov,FALSE,analytics.usa.gov,openopps.digitalgov.gov,FALSE,yes,--,
Site Scanner,opm.ecpic.gov,FALSE,analytics.usa.gov,opm.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,opmtest.ecpic.gov,FALSE,analytics.usa.gov,opmtest.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,origin-www.acquisition.gov,TRUE,analytics.usa.gov,origin-www.acquisition.gov,TRUE,yes,--,
Site Scanner,origin-www.gsa.gov,FALSE,analytics.usa.gov,origin-www.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,outage.fdms.gov,FALSE,analytics.usa.gov,origins.itdashboard.gov,FALSE,yes,--,
Site Scanner,outage.regulations.gov,FALSE,analytics.usa.gov,outage.regulations.gov,FALSE,yes,--,
Site Scanner,p3.cap.gsa.gov,FALSE,analytics.usa.gov,p3.cap.gsa.gov,FALSE,yes,--,
Site Scanner,pages.18f.gov,FALSE,analytics.usa.gov,pages.18f.gov,FALSE,yes,--,
Site Scanner,paid-leave-prototype.18f.gov,FALSE,analytics.usa.gov,paid-leave-prototype.18f.gov,FALSE,yes,--,
Site Scanner,par.gsa.gov,FALSE,analytics.usa.gov,par.gsa.gov,FALSE,yes,--,
Site Scanner,participation.usa.gov,FALSE,analytics.usa.gov,participation.usa.gov,FALSE,yes,--,
Site Scanner,partnership-playbook.18f.gov,TRUE,analytics.usa.gov,partnership-playbook.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,paygap.pif.gov,TRUE,analytics.usa.gov,paygap.pif.gov,TRUE,yes,--,
Site Scanner,pegasys.gsa.gov,FALSE,analytics.usa.gov,pegasys.gsa.gov,FALSE,yes,--,
Site Scanner,performance-gov-research.18f.gov,FALSE,analytics.usa.gov,performance-gov-research.18f.gov,FALSE,yes,--,
Site Scanner,performance.gov,TRUE,analytics.usa.gov,performance.gov,TRUE,yes,--,
Site Scanner,pfabankapi-n.app.cloud.gov,FALSE,analytics.usa.gov,pfabankapi-n.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,pfabankapi.app.cloud.gov,TRUE,analytics.usa.gov,pfabankapi.app.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pfabankfindui-d.app.cloud.gov,TRUE,analytics.usa.gov,pfabankfindui-d.app.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pfabankfindui-n.app.cloud.gov,FALSE,analytics.usa.gov,pfabankfindui-n.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,pfabankfindui-q.app.cloud.gov,TRUE,analytics.usa.gov,pfabankfindui-q.app.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pfabankfindui.app.cloud.gov,TRUE,analytics.usa.gov,pfabankfindui.app.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pfabankui-n.app.cloud.gov,FALSE,analytics.usa.gov,pfabankui-n.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,phdc-pub.gsa.gov,FALSE,analytics.usa.gov,phdc-pub.gsa.gov,FALSE,yes,--,
Site Scanner,pic.gov,TRUE,analytics.usa.gov,pic.gov,TRUE,yes,--,
Site Scanner,pif.gov,TRUE,analytics.usa.gov,pif.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pif.gsa.gov,TRUE,analytics.usa.gov,pif.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,pki-lab.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,pki.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,plain-language-tutorial.18f.gov,FALSE,analytics.usa.gov,plain-language-tutorial.18f.gov,FALSE,yes,--,
Site Scanner,plainlanguage.gov,TRUE,analytics.usa.gov,plainlanguage.gov,TRUE,yes,--,
Site Scanner,playbook.cio.gov,TRUE,analytics.usa.gov,playbook.cio.gov,TRUE,yes,--,
Site Scanner,policy.cio.gov,TRUE,analytics.usa.gov,policy.cio.gov,TRUE,yes,--,
Site Scanner,poportal.gsa.gov,FALSE,analytics.usa.gov,poportal.gsa.gov,FALSE,yes,--,
Site Scanner,portal.fas.gsa.gov,FALSE,analytics.usa.gov,portal.fas.gsa.gov,FALSE,yes,--,
Site Scanner,portal.usaccess.gsa.gov,FALSE,analytics.usa.gov,portal.usaccess.gsa.gov,FALSE,yes,--,
Site Scanner,ppirs.gov,FALSE,analytics.usa.gov,ppirs.gov,FALSE,yes,--,
Site Scanner,pra.digital.gov,TRUE,analytics.usa.gov,pra.digital.gov,TRUE,yes,--,
Site Scanner,presidentialinnovationfellows.gov,TRUE,analytics.usa.gov,presidentialinnovationfellows.gov,TRUE,yes,--,
Site Scanner,preview-insite.gsa.gov,FALSE,analytics.usa.gov,preview-insite.gsa.gov,FALSE,yes,--,
Site Scanner,preview.gsa.gov,FALSE,analytics.usa.gov,preview.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,private-eye.18f.gov,FALSE,analytics.usa.gov,private-eye.18f.gov,FALSE,yes,--,
Site Scanner,product-guide.18f.gov,TRUE,analytics.usa.gov,product-guide.18f.gov,TRUE,yes,--,
Site Scanner,production-11001.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-11001.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-12874.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-12874.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-13769.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-13769.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-1398.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-1398.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-14377.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-14377.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-1594.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-1594.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-17456.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-17456.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-18152.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-18152.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-18632.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-18632.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-19686.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-19686.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-20407.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-20407.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-21072.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-21072.cdn-broker-test.cloud.gov,FALSE,yes,--,
Site Scanner,production-26428.cdn-broker-test.cloud.gov,FALSE,analytics.usa.gov,production-26428.cdn-broker-test.cloud.gov,FALSE,yes,--,
